name,age,pos,elc,salary,gp,evo,ppo,evd,shd,pim_dif,goals_attributed,wins_attributed,gaa,waa
"Nikita Kucherov",31,F,N,9500000,78,25.960000,9.560000,2.2532000,0,2.620000,40.3932,6.7322,31.58247140676117,5.263745234460197
"Nathan MacKinnon",29,F,N,12600000,79,26.420000,8.280000,3.7948000,0.0001,3.760000,42.2549,7.042483333333333,33.44417140676117,5.574028567793531
"Leon Draisaitl",29,F,N,8500000,71,26.380000,8.500000,2.0128000,0.0001,7.000000,43.892900000000004,7.315483333333334,35.08217140676118,5.847028567793531
"David Pastrnak",28,F,N,11250000,82,29.484000,5.580000,1.4632000,0.00004,7.480000,44.007239999999996,7.33454,35.19651140676116,5.866085234460197
"Mitch Marner",27,F,N,10903000,81,21.108000,6.900000,2.6356000,0.38426,6.760000,37.78786,6.297976666666667,28.97713140676117,4.829521901126864
"Connor McDavid",27,F,N,12500000,67,21.376000,7.020000,1.3360000,0.00014000000000000001,1.500000,31.232139999999998,5.205356666666666,22.421411406761166,3.7369019011268634
"Kyle Connor",28,F,N,7142857,82,24.412000,6.480000,2.9724000,0.76156,1.520000,36.14596000000001,6.024326666666668,27.335231406761178,4.555871901126865
"Jack Eichel",28,F,N,10000000,77,20.448000,6.920000,3.6928000,0.3831,6.880000,38.3239,6.387316666666667,29.51317140676117,4.918861901126864
"Cale Makar",26,D,N,9000000,80,18.696000,8.220000,8.0364000,0.76426,11.880000,47.59666,7.932776666666666,38.785931406761165,6.464321901126864
"Sidney Crosby",37,F,N,8700000,80,21.492000,6.780000,2.1268000,0.00014000000000000001,0.980000,31.37894,5.229823333333333,22.56821140676117,3.7613685677935305
"Brandon Hagel",26,F,N,6500000,82,25.248000,1.980000,4.0196000,1.14374,-2.440000,29.95134,4.99189,21.140611406761167,3.523435234460197
"Clayton Keller",26,F,N,7150000,81,18.748000,8.260000,1.6604000,0.000059999999999999995,7.760000,36.42846,6.07141,27.61773140676117,4.602955234460198
"Artemi Panarin",33,F,N,11642857,80,22.872000,5.960000,0.5592000,0,2.240000,31.6312,5.271866666666667,22.82047140676117,3.8034119011268643
"Nick Suzuki",25,F,N,7875000,82,20.272000,5.500000,4.5132000,0.76124,4.960000,36.00644,6.001073333333333,27.195711406761166,4.532618567793531
"Mikko Rantanen",28,F,N,9250000,82,20.812000,6.440000,2.8152000,0.00004,-7.600000,22.467239999999997,3.7445399999999993,13.656511406761165,2.276085234460197
"Jesper Bratt",26,F,N,7875000,81,16.580000,6.760000,2.6180000,0.76306,1.560000,28.281059999999997,4.713509999999999,19.470331406761165,3.245055234460197
"Mark Scheifele",31,F,N,8500000,82,21.576000,6.260000,3.7732000,0.00026000000000000003,-2.180000,29.429460000000002,4.90491,20.61873140676117,3.4364552344601975
"William Nylander",28,F,N,11500000,82,21.868000,7.320000,1.7456000,0.00004,0.120000,31.053639999999998,5.175606666666666,22.242911406761166,3.7071519011268634
"Martin Necas",25,F,N,6500000,79,15.924000,8.580000,1.4648000,0.0001,9.920000,35.8889,5.981483333333333,27.078171406761168,4.513028567793531
"Brayden Point",28,F,N,9500000,77,18.924000,8.140000,2.9144000,0.00004,5.940000,35.91844,5.986406666666666,27.107711406761165,4.517951901126864
"Matt Duchene",33,F,N,3000000,82,18.492000,6.140000,1.4276000,0.00014000000000000001,1.680000,27.739739999999998,4.62329,18.929011406761166,3.1548352344601973
"Dylan Strome",27,F,N,5000000,82,16.544000,7.560000,3.2732000,0.00004,-2.600000,24.777239999999995,4.1295399999999995,15.966511406761164,2.661085234460197
"Zach Werenski",27,D,N,9583333,81,19.708000,5.300000,8.0116000,0.38316,0.760000,34.16275999999999,5.693793333333332,25.35203140676116,4.225338567793529
"Sam Reinhart",29,F,Y,8625000,79,17.088000,7.480000,3.8328000,1.9031,-1.500000,28.8039,4.80065,19.993171406761167,3.3321952344601975
"Robert Thomas",25,F,N,8125000,70,18.800000,3.900000,3.1252000,0.3826,2.160000,28.3678,4.727966666666666,19.557071406761168,3.2595119011268636
"Jake Guentzel",30,F,N,9000000,80,18.832000,7.760000,3.3472000,0.38096,4.000000,34.32016,5.720026666666667,25.50943140676117,4.251571901126864
"Jason Robertson",25,F,N,7750000,82,21.476000,4.860000,2.8436000,0,7.320000,36.4996,6.083266666666667,27.68887140676117,4.614811901126864
"Lucas Raymond",22,F,N,8075000,82,15.552000,7.940000,1.8768000,0.38144,9.880000,35.63024,5.938373333333334,26.81951140676117,4.469918567793531
"Tim Stutzle",22,F,N,8350000,82,16.132000,6.740000,2.7516000,0.00004,8.680000,34.30364,5.717273333333334,25.49291140676117,4.248818567793531
"Auston Matthews",27,F,N,13000000,67,19.176000,6.100000,5.4900000,0.76324,4.080000,35.60924,5.934873333333333,26.79851140676117,4.46641856779353
"Filip Forsberg",30,F,N,8500000,82,19.292000,6.280000,2.8560000,0.00004,4.240000,32.66804,5.444673333333333,23.857311406761166,3.9762185677935307
"Travis Konecny",27,F,N,5500000,82,18.028000,4.340000,2.3536000,0.38244,-0.740000,24.36404,4.060673333333333,15.553311406761168,2.5922185677935303
"Quinn Hughes",25,D,N,7850000,68,15.572000,5.860000,4.0492000,0.00034,0.380000,25.86154,4.310256666666667,17.05081140676117,2.841801901126864
"John Tavares",34,F,N,11000000,75,19.760000,5.520000,2.8564000,0.00004,-6.040000,22.096439999999998,3.6827399999999995,13.285711406761166,2.2142852344601973
"Kirill Marchenko",24,F,N,3850000,79,20.632000,3.740000,2.6500000,0.0001,4.080000,31.1021,5.183683333333334,22.29137140676117,3.715228567793531
"Sebastian Aho",27,F,N,9750000,79,16.772000,4.940000,1.9076000,1.14344,-1.560000,23.203039999999998,3.867173333333333,14.392311406761166,2.398718567793531
"Alex Ovechkin",39,F,N,9500000,65,20.412000,6.200000,1.0040000,0.00004,-2.840000,24.77604,4.12934,15.965311406761167,2.6608852344601974
"Adrian Kempe",28,F,N,5500000,81,20.532000,4.360000,2.4636000,0.38286,0.560000,28.29846,4.71641,19.487731406761167,3.247955234460197
"Matt Boldy",23,F,Y,7000000,82,19.556000,4.740000,4.1728000,0.00074,-4.760000,23.709540000000004,3.951590000000001,14.898811406761173,2.4831352344601987
"Tage Thompson",27,F,N,7142857,76,22.852000,4.000000,1.8640000,0.00014000000000000001,-2.520000,26.19614,4.366023333333334,17.38541140676117,2.897568567793531
"Wyatt Johnston",21,F,Y,894167,82,16.112000,6.260000,2.8620000,1.14296,2.920000,29.29696,4.882826666666666,20.486231406761167,3.414371901126864
"Aleksander Barkov",29,F,N,10000000,67,12.764000,6.480000,3.2868000,0.383,2.240000,25.153799999999997,4.1922999999999995,16.343071406761165,2.723845234460197
"Alex DeBrincat",27,F,N,7875000,82,17.604000,7.300000,2.1372000,0.00004,7.420000,34.46124,5.743539999999999,25.650511406761165,4.275085234460197
"Cole Caufield",23,F,N,7850000,82,20.360000,4.660000,1.9940000,0,7.400000,34.414,5.735666666666667,25.60327140676117,4.267211901126864
"Jordan Kyrou",26,F,N,8125000,82,20.704000,4.180000,2.4560000,0,7.280000,34.62,5.77,25.809271406761166,4.301545234460197
"Rickard Rakell",31,F,Y,5000000,81,19.148000,4.860000,4.4024000,0,1.640000,30.0504,5.0084,21.23967140676117,3.5399452344601974
"Dylan Larkin",28,F,N,8700000,82,16.264000,6.940000,1.8056000,0.00216,3.040000,28.051759999999998,4.675293333333333,19.241031406761167,3.2068385677935307
"Jack Hughes",23,F,N,8000000,62,16.284000,5.820000,1.8864000,0.38164,4.120000,28.492040000000003,4.7486733333333335,19.68131140676117,3.280218567793531
"J.T. Miller",31,F,N,8000000,72,14.932000,4.760000,2.9952000,0.00206,-3.340000,19.34926,3.224876666666667,10.53853140676117,1.7564219011268645
"Nico Hischier",25,F,N,7250000,75,15.132000,7.460000,3.7256000,0.0040999999999999995,11.760000,38.0817,6.34695,29.270971406761166,4.878495234460197
"JJ Peterka",22,F,Y,855834,77,17.548000,4.200000,0.9600000,0,-1.320000,21.387999999999998,3.564666666666666,12.577271406761167,2.096211901126864
"Drake Batherson",26,F,N,4975000,82,13.552000,7.660000,1.7516000,0,3.880000,26.8436,4.473933333333333,18.032871406761167,3.0054785677935305
"Rasmus Dahlin",24,D,N,11000000,73,15.480000,4.580000,6.0520000,0.0013999999999999998,-1.720000,24.3934,4.065566666666666,15.582671406761168,2.5971119011268637
"Alex Tuch",28,F,N,4750000,82,18.336000,2.460000,7.0012000,2.2843,-4.260000,25.8215,4.303583333333333,17.01077140676117,2.8351285677935305
"Nazem Kadri",34,F,N,7000000,82,19.044000,5.400000,1.6180000,0.00016,1.540000,27.60216,4.60036,18.79143140676117,3.1319052344601976
"Seth Jarvis",22,F,N,7420087,73,15.884000,4.540000,3.2408000,1.9037,8.000000,33.5685,5.59475,24.75777140676117,4.126295234460198
"Roope Hintz",28,F,N,8450000,76,16.060000,4.720000,2.9972000,0.38244,1.320000,25.47964,4.246606666666667,16.66891140676117,2.778151901126864
"Connor Bedard",19,F,Y,950000,82,13.640000,6.980000,1.8068000,0.0001,-14.840000,7.5869,1.2644833333333334,-1.2238285932388315,-0.20397143220646896
"Anze Kopitar",37,F,N,7000000,81,14.308000,4.600000,4.2004000,0.0022400000000000002,6.320000,29.43064,4.905106666666667,20.61991140676117,3.436651901126864
"Mark Stone",32,F,N,9500000,66,13.636000,5.300000,2.7968000,0.0023,2.920000,24.655100000000004,4.109183333333334,15.844371406761173,2.6407285677935315
"Evan Bouchard",25,D,N,3900000,82,14.760000,5.160000,6.6604000,0.00044,3.840000,30.420840000000002,5.07014,21.61011140676117,3.6016852344601977
"Alexei Protas",23,F,N,3375000,76,20.332000,0.180000,2.4680000,1.1431399999999998,4.120000,28.24314,4.70719,19.43241140676117,3.238735234460197
"Mikael Granlund",32,F,Y,5000000,83,15.704000,4.220000,3.6228000,0.38306,0.720000,24.64986,4.10831,15.839131406761169,2.6398552344601978
"Pierre-Luc Dubois",26,F,N,8500000,82,16.592000,3.160000,4.0700000,0.00023999999999999998,-8.560000,15.26224,2.5437066666666666,6.451511406761169,1.0752519011268642
"Victor Hedman",34,D,N,7875000,79,13.676000,5.320000,8.2116000,0.0032,-5.720000,21.4908,3.5818,12.680071406761169,2.1133452344601977
"Lane Hutson",20,D,Y,950000,82,11.156000,4.840000,7.3720000,0.00044,-1.960000,21.40844,3.568073333333333,12.597711406761167,2.099618567793531
"Tom Wilson",30,F,N,6500000,81,15.764000,4.820000,4.5932000,0.7631600000000001,-5.220000,20.72036,3.453393333333333,11.909631406761168,1.9849385677935307
"Bryan Rust",32,F,N,5125000,71,18.076000,4.040000,3.0128000,0.00236,0.920000,26.05116,4.34186,17.240431406761168,2.873405234460197
"Logan Cooley",20,F,Y,950000,75,15.668000,4.720000,1.9572000,0.0023,-2.200000,20.1475,3.3579166666666667,11.33677140676117,1.8894619011268643
"Dylan Holloway",23,F,N,2290457,77,17.448000,3.300000,3.3176000,0.00044,4.920000,28.986040000000003,4.831006666666667,20.17531140676117,3.3625519011268645
"Matvei Michkov",20,F,Y,950000,80,16.544000,4.340000,1.1756000,0.00004,-2.200000,19.85964,3.3099399999999997,11.048911406761167,1.8414852344601973
"Macklin Celebrini",18,F,Y,975000,70,15.856000,5.240000,2.8228000,0.00034,5.200000,29.11914,4.853190000000001,20.30841140676117,3.384735234460198
"Nikolaj Ehlers",28,F,N,6000000,69,15.044000,4.920000,2.1632000,0.00004,9.580000,31.70724,5.28454,22.896511406761167,3.816085234460197
"Nick Schmaltz",28,F,N,5850000,82,13.316000,5.940000,2.5256000,0.0009400000000000001,4.200000,25.98254,4.330423333333333,17.17181140676117,2.8619685677935305
"Ryan Donato",28,F,N,2000000,80,18.152000,3.320000,0.9416000,0.000059999999999999995,-4.340000,18.07366,3.0122766666666667,9.262931406761169,1.5438219011268643
"Jonathan Huberdeau",31,F,Y,10500000,81,12.848000,5.740000,3.7040000,1.14254,4.440000,27.874540000000003,4.645756666666667,19.06381140676117,3.1773019011268646
"Mika Zibanejad",31,F,N,8500000,82,13.408000,4.540000,2.5136000,0.00396,2.760000,23.22556,3.870926666666667,14.41483140676117,2.402471901126865
"Josh Morrissey",29,D,N,6250000,80,13.532000,4.440000,7.0036000,0.00146,-0.440000,24.53706,4.08951,15.726331406761169,2.621055234460197
"Tomas Hertl",31,F,N,8137500,73,14.432000,6.380000,3.3636000,0.00026000000000000003,-1.680000,22.49586,3.74931,13.685131406761169,2.2808552344601978
"Gabriel Vilardi",25,F,N,3437500,71,12.700000,6.420000,3.1164000,0,6.120000,28.3564,4.726066666666667,19.54567140676117,3.2576119011268645
"Jared McCann",28,F,N,5000000,82,16.152000,3.520000,3.1148000,0.00304,7.320000,30.10984,5.018306666666667,21.299111406761167,3.549851901126864
"Adam Fox",26,D,N,9500000,74,12.400000,3.400000,6.6040000,0.38404,-3.200000,19.58804,3.264673333333333,10.777311406761168,1.7962185677935307
"Kevin Fiala",28,F,N,7875000,81,15.384000,6.740000,1.2612000,0.00004,-2.680000,20.70524,3.4508733333333335,11.894511406761168,1.982418567793531
"Dylan Guenther",21,F,Y,894176,70,12.784000,7.140000,2.4932000,0.0004,-1.160000,21.2576,3.5429333333333335,12.446871406761169,2.0744785677935313
"Marco Rossi",23,F,Y,863334,82,14.916000,4.000000,2.5208000,0.000059999999999999995,5.240000,26.676860000000005,4.4461433333333344,17.866131406761173,2.977688567793532
"Anthony Cirelli",27,F,N,6250000,80,16.500000,1.380000,4.6900000,1.5241,5.200000,29.2941,4.88235,20.48337140676117,3.413895234460197
"Vincent Trocheck",31,F,N,5625000,82,14.732000,2.960000,4.7652000,2.28444,2.320000,27.06164,4.510273333333333,18.25091140676117,3.0418185677935305
"Patrick Kane",36,F,N,4000000,72,11.020000,7.140000,1.1956000,0,1.680000,21.0356,3.505933333333333,12.224871406761167,2.0374785677935305
"Matthew Knies",22,F,Y,925000,78,15.992000,3.500000,2.6164000,0.0027,2.440000,24.5511,4.09185,15.74037140676117,2.6233952344601974
"William Eklund",22,F,Y,863333,77,12.796000,3.840000,2.6976000,0.38236,3.580000,23.29596,3.88266,14.48523140676117,2.414205234460198
"Teuvo Teravainen",30,F,Y,5400000,82,10.256000,5.440000,1.4748000,0.0025,-0.240000,16.933300000000003,2.8222166666666673,8.122571406761171,1.353761901126865
"Morgan Geekie",26,F,N,2000000,77,18.180000,2.260000,1.8200000,0.00004,-0.440000,21.82004,3.636673333333333,13.009311406761167,2.168218567793531
"Bo Horvat",29,F,N,8500000,81,18.588000,1.740000,2.3920000,0.7621600000000001,1.600000,25.082160000000002,4.18036,16.27143140676117,2.7119052344601977
"Connor McMichael",23,F,N,2100000,82,16.912000,2.440000,2.4036000,0.00136,-9.620000,12.13696,2.0228266666666666,3.3262314067611687,0.5543719011268642
"Kent Johnson",22,F,N,1800000,68,13.968000,3.340000,1.7652000,0.381,-2.880000,16.5742,2.762366666666667,7.76347140676117,1.2939119011268645
"Matthew Tkachuk",27,F,Y,9500000,52,11.956000,5.900000,0.7176000,0.000059999999999999995,-3.640000,14.93366,2.4889433333333333,6.122931406761168,1.020488567793531
"Pavel Buchnevich",29,F,N,5800000,76,15.020000,2.480000,2.0576000,0.0021000000000000003,-2.060000,17.4997,2.9166166666666666,8.68897140676117,1.4481619011268643
"Sean Monahan",30,F,N,5500000,54,13.008000,3.640000,2.2800000,0.00304,-2.960000,15.971039999999999,2.6618399999999998,7.160311406761167,1.1933852344601974
"Jake Sanderson",22,D,N,8050000,80,9.260000,6.200000,9.6272000,0.00516,1.040000,26.13236,4.355393333333333,17.321631406761167,2.88693856779353
"Shea Theodore",29,D,N,5200000,67,11.308000,3.740000,5.1384000,0.00030000000000000003,-4.360000,15.826699999999999,2.637783333333333,7.015971406761167,1.1693285677935308
"Brock Nelson",33,F,N,6000000,80,16.808000,1.740000,2.6896000,1.1419,4.760000,27.139499999999998,4.52325,18.328771406761167,3.0547952344601974
"Kirill Kaprizov",27,F,N,9000000,41,15.340000,3.160000,1.2544000,0,1.600000,21.354400000000002,3.559066666666667,12.54367140676117,2.0906119011268647
"Jonathan Marchessault",34,F,N,5500000,78,13.616000,4.780000,1.1828000,0,-3.200000,16.378800000000002,2.7298000000000004,7.56807140676117,1.261345234460198
"Brady Tkachuk",25,F,N,8205714,72,14.476000,6.380000,2.0712000,0.00004,-12.620000,10.307239999999998,1.7178733333333331,1.496511406761167,0.24941856779353078
"Troy Terry",27,F,N,7000000,77,15.748000,2.620000,1.7428000,0.00023999999999999998,11.120000,31.23104,5.205173333333334,22.42031140676117,3.736718567793531
"Adam Fantilli",20,F,Y,950000,82,18.656000,1.040000,3.4532000,0.38056,6.680000,30.20976,5.03496,21.399031406761168,3.5665052344601973
"Tyler Toffoli",32,F,N,6000000,78,16.628000,3.660000,1.6896000,0.00004,7.400000,29.37764,4.896273333333333,20.566911406761168,3.4278185677935307
"Anders Lee",34,F,N,7000000,82,17.948000,2.420000,2.4240000,0,-4.860000,17.932000000000002,2.988666666666667,9.12127140676117,1.5202119011268647
"Quinton Byfield",22,F,N,6250000,81,16.052000,1.740000,2.2040000,0.38316,1.000000,21.37916,3.563193333333333,12.568431406761167,2.094738567793531
"Mats Zuccarello",37,F,N,4125000,69,13.656000,3.360000,2.8928000,0,8.520000,28.4288,4.738133333333333,19.618071406761167,3.2696785677935303
"Steven Stamkos",34,F,N,8000000,82,12.164000,6.020000,2.3544000,0.000059999999999999995,-8.640000,11.89846,1.9830766666666666,3.0877314067611685,0.5146219011268642
"Timo Meier",28,F,N,8800000,80,16.044000,3.460000,4.0392000,0.00004,-6.920000,16.623239999999996,2.770539999999999,7.812511406761164,1.3020852344601967
"Jason Zucker",32,F,N,5000000,73,11.128000,5.540000,1.3952000,0,-9.780000,8.283199999999999,1.3805333333333332,-0.5275285932388325,-0.0879214322064692
"Ryan O'Reilly",33,F,N,4500000,79,12.496000,4.500000,4.0520000,0.0017399999999999998,1.860000,22.90974,3.8182899999999997,14.099011406761168,2.3498352344601976
"Ryan McLeod",25,F,N,2100000,79,14.512000,0.360000,2.2628000,1.1445999999999998,0.960000,19.2394,3.206566666666667,10.428671406761168,1.7381119011268644
"Carter Verhaeghe",29,F,N,4166667,81,14.712000,3.680000,1.5500000,0,-5.400000,14.542,2.4236666666666666,5.731271406761168,0.9552119011268643
"Mikhail Sergachev",26,D,N,8500000,77,10.472000,4.620000,8.3284000,0.38604,-7.040000,16.766440000000003,2.794406666666667,7.955711406761171,1.3259519011268648
"Erik Karlsson",34,D,N,11500000,82,13.036000,3.020000,5.3636000,0.0015600000000000002,-1.040000,20.38116,3.39686,11.57043140676117,1.9284052344601978
"Pavel Dorofeyev",24,F,Y,1835000,82,15.724000,5.140000,2.2552000,0,-3.160000,19.9592,3.3265333333333333,11.148471406761168,1.858078567793531
"Mason McTavish",21,F,N,894167,76,14.560000,3.120000,1.8880000,0,2.440000,22.008000000000003,3.6680000000000006,13.197271406761171,2.1995452344601985
"Sam Bennett",28,F,N,4425000,76,15.896000,3.100000,2.5772000,0.00014000000000000001,-9.720000,11.853339999999998,1.9755566666666662,3.042611406761166,0.5071019011268638
"Ivan Barbashev",29,F,N,5000000,70,16.116000,0.860000,2.3336000,0,4.280000,23.5896,3.9316,14.77887140676117,2.463145234460198
"Brad Marchand",36,F,N,6125000,71,14.484000,3.140000,1.9884000,0.0026400000000000004,-1.280000,18.33504,3.05584,9.524311406761168,1.5873852344601975
"Juraj Slafkovsky",20,F,Y,950000,79,13.488000,2.600000,3.8456000,0,-2.080000,17.8536,2.9756,9.042871406761169,1.5071452344601977
"Chandler Stephenson",30,F,N,6250000,78,9.788000,3.400000,2.9052000,0.7639400000000001,1.440000,18.297140000000002,3.0495233333333336,9.486411406761171,1.5810685677935312
"John Carlson",34,D,N,8000000,79,11.532000,2.680000,8.0836000,0.00566,-1.720000,20.58126,3.43021,11.770531406761169,1.9617552344601978
"Brock Boeser",27,F,N,6650000,75,11.800000,5.040000,1.7704000,0,-0.960000,17.650399999999998,2.941733333333333,8.839671406761166,1.4732785677935307
"Conor Garland",28,F,N,4950000,81,12.376000,4.000000,3.3436000,0.0015600000000000002,3.220000,22.94116,3.8235266666666665,14.130431406761168,2.3550719011268644
"Brayden Schenn",33,F,N,6500000,82,14.660000,1.580000,3.4132000,0.001,-3.280000,16.3742,2.729033333333333,7.563471406761167,1.2605785677935308
"Cole Perfetti",22,F,N,3250000,82,12.328000,3.500000,2.8964000,0,-1.040000,17.6844,2.9474,8.873671406761169,1.4789452344601977
"Evgeni Malkin",38,F,N,6100000,68,11.640000,3.520000,2.6048000,0,1.720000,19.4848,3.2474666666666665,10.674071406761168,1.7790119011268641
"Thomas Harley",23,D,N,4000000,78,13.136000,2.860000,6.9972000,0.00304,-2.880000,20.11624,3.3527066666666667,11.30551140676117,1.8842519011268644
"Claude Giroux",36,F,N,6500000,81,11.008000,3.880000,2.3896000,0.0047,2.200000,19.4823,3.2470499999999998,10.671571406761167,1.7785952344601974
"Jaden Schwartz",32,F,N,5500000,81,15.284000,2.760000,2.4652000,0.00004,-1.120000,19.389239999999997,3.2315399999999994,10.578511406761166,1.763085234460197
"Ryan Nugent-Hopkins",31,F,N,5125000,78,10.544000,4.720000,2.9384000,0.76344,-3.040000,15.92584,2.654306666666667,7.115111406761169,1.1858519011268644
"Jamie Benn",35,F,N,9500000,80,13.456000,1.960000,2.7816000,0.00124,-16.120000,2.0788399999999996,0.34647333333333324,-6.731888593238832,-1.1219814322064692
"Jake DeBrusk",28,F,N,5500000,82,11.636000,5.660000,2.7384000,0.00016,2.840000,22.874560000000002,3.812426666666667,14.063831406761171,2.3439719011268645
"Kyle Palmieri",33,F,Y,5000000,82,14.484000,2.420000,2.6976000,0.00206,2.160000,21.76366,3.627276666666667,12.95293140676117,2.1588219011268643
"Andrei Svechnikov",24,F,N,7750000,72,11.280000,4.840000,1.2832000,0.000059999999999999995,-4.700000,12.70326,2.11721,3.8925314067611687,0.6487552344601977
"Matt Coronato",22,F,Y,925000,77,12.900000,3.860000,2.3064000,0,1.100000,20.166400000000003,3.3610666666666673,11.355671406761171,1.892611901126865
"Dmitri Voronkov",24,F,Y,925000,73,13.084000,3.260000,3.0524000,0.000059999999999999995,-13.800000,5.59646,0.9327433333333334,-3.214268593238831,-0.535711432206469
"Mason Marchment",29,F,Y,4500000,62,13.344000,2.600000,1.4716000,0,-8.420000,8.995600000000001,1.499266666666667,0.18487140676116987,0.030811901126864605
"Jakob Chychrun",26,D,N,4600000,74,12.604000,3.500000,5.4476000,0.00023999999999999998,-10.640000,10.911840000000002,1.8186400000000003,2.10111140676117,0.3501852344601979
"Elias Lindholm",30,F,N,7750000,82,11.552000,2.840000,4.7372000,0.3835,3.560000,23.0727,3.84545,14.26197140676117,2.376995234460198
"Dylan Cozens",23,F,N,7100000,82,12.688000,2.960000,2.5780000,0.00114,-14.800000,3.427139999999998,0.5711899999999996,-5.383588593238834,-0.8972647655398027
"Pavel Zacha",27,F,N,4750000,82,12.052000,1.580000,1.4892000,0.7635,-1.380000,14.5047,2.41745,5.693971406761168,0.9489952344601977
"Mackenzie Weegar",30,D,Y,6250000,81,8.944000,4.420000,11.8252000,0.0037400000000000003,-0.560000,24.63294,4.1054900000000005,15.82221140676117,2.637035234460198
"Pius Suter",28,F,N,1600000,81,14.748000,1.220000,2.6276000,0.38456,-2.920000,16.060160000000003,2.676693333333334,7.249431406761172,1.2082385677935317
"Warren Foegele",28,F,N,3500000,82,17.004000,0.520000,2.8616000,0.0030600000000000002,0.800000,21.188660000000002,3.5314433333333337,12.37793140676117,2.062988567793531
"Tyler Bertuzzi",29,F,N,5500000,82,10.156000,5.200000,1.2360000,0,-3.900000,12.691999999999998,2.115333333333333,3.881271406761167,0.6468785677935307
"Jake Neighbours",22,F,Y,835834,82,12.312000,3.120000,3.4292000,0.00035999999999999997,-3.040000,15.821560000000002,2.636926666666667,7.01083140676117,1.1684719011268647
"Oliver Bjorkstrand",29,F,N,5400000,79,12.824000,2.960000,1.6136000,0,-1.000000,16.3976,2.7329333333333334,7.586871406761169,1.264478567793531
"Barrett Hayton",24,F,N,2650000,82,11.624000,3.820000,2.5804000,0.00166,-1.220000,16.806060000000002,2.80101,7.995331406761171,1.3325552344601979
"Moritz Seider",23,D,N,8550000,82,8.152000,4.960000,10.8840000,0.00386,-0.160000,23.839859999999998,3.9733099999999997,15.029131406761167,2.504855234460197
"Artturi Lehkonen",29,F,N,4500000,69,15.448000,1.060000,2.7852000,0.38186,-4.520000,15.155059999999999,2.525843333333333,6.344331406761167,1.0573885677935306
"Frank Vatrano",30,F,N,3650000,81,15.384000,1.380000,4.0996000,0.3815,-11.200000,10.045100000000001,1.6741833333333336,1.23437140676117,0.20572856779353121
"Simon Holmstrom",23,F,Y,850000,75,12.296000,1.400000,3.3708000,0.38276,5.600000,23.04956,3.8415933333333334,14.238831406761168,2.3731385677935313
"Leo Carlsson",20,F,Y,950000,76,12.444000,1.900000,2.2416000,0.38094,4.200000,21.166539999999998,3.5277566666666664,12.355811406761166,2.0593019011268643
"Will Cuylle",22,F,Y,828333,82,13.892000,0.860000,3.2640000,0.76214,-3.200000,15.578139999999998,2.5963566666666664,6.767411406761166,1.127901901126864
"Will Smith",19,F,Y,950000,74,11.632000,2.960000,0.7852000,0.000059999999999999995,-2.280000,13.09726,2.1828766666666666,4.286531406761169,0.7144219011268642
"Anton Lundell",23,F,N,5000000,79,13.008000,1.400000,3.4880000,0.76406,-2.000000,16.66006,2.776676666666667,7.84933140676117,1.3082219011268645
"Alexis Lafreniere",23,F,N,2325000,82,14.168000,1.040000,1.5120000,0,-4.600000,12.12,2.02,3.3092714067611677,0.5515452344601977
"Elias Pettersson (F)",26,F,N,11600000,64,9.564000,4.000000,4.5292000,0.00124,2.280000,20.37444,3.39574,11.563711406761168,1.9272852344601976
"Sean Couturier",32,F,N,7750000,79,14.020000,0.880000,2.7336000,0.0009599999999999999,-4.340000,13.29456,2.21576,4.483831406761169,0.7473052344601976
"Thomas Chabot",27,D,N,8000000,80,12.444000,1.600000,8.9272000,0.0037400000000000003,-2.400000,20.57494,3.429156666666667,11.76421140676117,1.9607019011268647
"Shayne Gostisbehere",31,D,N,3200000,70,6.452000,5.500000,3.9880000,0.00034,-11.280000,4.66034,0.7767233333333333,-4.150388593238832,-0.691731432206469
"Zach Hyman",32,F,N,5500000,73,14.180000,3.120000,1.5712000,0,0.000000,18.8712,3.1452000000000004,10.06047140676117,1.676745234460198
"Cutter Gauthier",20,F,Y,950000,82,14.640000,1.400000,3.1832000,0.0002,1.520000,20.743399999999998,3.457233333333333,11.932671406761166,1.9887785677935306
"Shane Wright",20,F,Y,886666,79,10.436000,3.460000,3.7896000,0.00004,0.280000,17.96564,2.9942733333333336,9.154911406761169,1.5258185677935312
"Kaapo Kakko",23,F,N,2400000,79,11.592000,2.080000,1.6832000,0,-3.320000,12.0352,2.0058666666666665,3.224471406761168,0.5374119011268641
"Devon Toews",30,D,N,7250000,76,12.848000,0.700000,6.5560000,0.0047,-1.800000,18.308699999999998,3.0514499999999996,9.497971406761167,1.5829952344601972
"Luke Hughes",21,D,N,925000,71,9.356000,2.880000,3.4996000,0.00074,-2.240000,13.49634,2.24939,4.6856114067611685,0.7809352344601976
"Tyson Foerster",22,F,Y,863334,81,13.392000,2.400000,3.1620000,0.00184,-5.140000,13.815840000000001,2.3026400000000002,5.00511140676117,0.8341852344601979
"Owen Tippett",25,F,Y,6200000,77,14.528000,1.260000,3.6820000,0.0001,0.960000,20.4301,3.4050166666666666,11.619371406761168,1.9365619011268642
"Matty Beniers",22,F,Y,7142857,82,12.532000,2.420000,4.6368000,0.001,9.320000,28.9098,4.8183,20.09907140676117,3.349845234460197
