name,age,pos,elc,salary,gp,evo,ppo,evd,shd,pim_dif,goals_attributed,wins_attributed,gaa,waa
"Donovan Sebrango",22,D,Y,828333,2,0.000000,0.000000,-0.0120000,0,0.000000,-0.012,-0.002,-8.822728593238832,-1.4704547655398024
"Chase Bradley",22,F,Y,872500,2,0.000000,0.000000,0.0604000,0,0.000000,0.0604,0.010066666666666666,-8.750328593238832,-1.4583880988731357
"Riley Duran",22,F,Y,867500,2,0.080000,0.000000,-0.0096000,0.0006999999999999999,-0.040000,0.03110000000000001,0.005183333333333335,-8.779628593238831,-1.463271432206469
"Ty Mueller",21,F,N,870000,2,0.016000,0.000000,0.2404000,0,-0.680000,-0.42360000000000003,-0.07060000000000001,-9.234328593238832,-1.5390547655398024
"Dalibor Dvorsky",19,F,Y,918333,2,0.032000,0.000000,0.0000000,0,0.000000,0.032,0.005333333333333333,-8.778728593238831,-1.463121432206469
"James Malatesta",21,F,N,841666,2,0.000000,0.000000,0.0504000,0,0.000000,0.0504,0.0084,-8.760328593238832,-1.4600547655398024
"Ryan Greene",21,F,N,950000,2,0.016000,0.000000,0.1800000,0.00076,0.000000,0.19676000000000002,0.032793333333333334,-8.613968593238832,-1.4356614322064691
"Quinn Hutson",22,F,Y,875000,2,0.016000,0.000000,0.0000000,0,-0.680000,-0.664,-0.11066666666666668,-9.474728593238831,-1.579121432206469
"Kirill Kudryavtsev",20,D,Y,825000,2,0.032000,0.000000,0.3120000,0.00236,0.000000,0.34635999999999995,0.057726666666666655,-8.46436859323883,-1.4107280988731357
"Joakim Kemell",20,F,Y,886666,2,0.128000,0.000000,0.0616000,0,0.640000,0.8296,0.13826666666666668,-7.981128593238831,-1.3301880988731356
"Tim Washe",23,F,N,7117500,2,0.032000,0.000000,0.0016000,0,0.000000,0.0336,0.0056,-8.777128593238832,-1.4628547655398023
"Sonny Milano",28,F,N,1900000,3,0.064000,0.000000,-0.0356000,0,0.640000,0.6684,0.1114,-8.142328593238831,-1.3570547655398024
"Travis Boyd",31,F,N,775000,3,0.000000,0.000000,0.1804000,0,0.000000,0.1804,0.03006666666666667,-8.630328593238831,-1.4383880988731357
"Guillaume Brisebois",27,D,N,775000,3,0.032000,0.000000,0.2408000,0.00030000000000000003,0.000000,0.2731,0.04551666666666667,-8.537628593238832,-1.4229380988731357
"Colin White",27,F,N,850000,3,0.016000,0.000000,0.0488000,0.0009599999999999999,0.000000,0.06576,0.01096,-8.744968593238832,-1.4574947655398023
"Reese Johnson",26,F,N,775000,3,0.016000,0.000000,0.1824000,0,0.000000,0.1984,0.03306666666666667,-8.612328593238832,-1.4353880988731358
"Brett Murray",26,F,N,775000,3,0.000000,0.000000,-0.0228000,0,0.000000,-0.0228,-0.0038,-8.833528593238832,-1.4722547655398024
"Nathan Legare",23,F,N,775000,3,0.048000,0.000000,0.0528000,0.00014000000000000001,0.000000,0.10094,0.016823333333333333,-8.709788593238832,-1.451631432206469
"Jake Lucchini",29,F,N,775000,3,0.032000,0.000000,-0.0232000,0.0035000000000000005,-0.680000,-0.6677000000000001,-0.11128333333333335,-9.478428593238831,-1.5797380988731358
"Ryan Johnson",23,D,Y,925000,3,0.048000,0.000000,0.2164000,0.00004,-1.360000,-1.09556,-0.18259333333333336,-9.906288593238832,-1.6510480988731357
"Cam Dineen",26,D,N,775000,4,0.128000,0.000000,0.3604000,0.00196,0.640000,1.13036,0.18839333333333333,-7.680368593238832,-1.280061432206469
"Shane Bowers",25,F,N,775000,4,0.032000,0.000000,0.0516000,0.00023999999999999998,0.000000,0.08384,0.013973333333333332,-8.726888593238831,-1.454481432206469
"Jacob Gaucher",23,F,N,872500,4,0.048000,0.000000,0.1216000,0,0.000000,0.1696,0.028266666666666666,-8.64112859323883,-1.4401880988731357
"Corey Schueneman",29,D,N,775000,4,0.064000,0.000000,0.4204000,0.0005600000000000001,0.000000,0.48496,0.08082666666666667,-8.325768593238832,-1.3876280988731358
"Jett Luchanko",18,F,Y,975000,4,0.048000,0.000000,-0.0336000,0.00004,0.600000,0.61444,0.10240666666666666,-8.196288593238831,-1.3660480988731356
"Alex Petrovic",32,D,N,775000,5,0.080000,0.000000,0.3400000,0.00016,-1.360000,-0.9398400000000001,-0.15664000000000003,-9.750568593238832,-1.6250947655398025
"Conor Sheary",32,F,N,775000,5,0.048000,0.000000,0.0368000,0.00030000000000000003,-0.080000,0.005099999999999993,0.0008499999999999989,-8.805628593238831,-1.4676047655398023
"Jeffrey Viel",27,F,N,775000,5,0.048000,0.000000,0.1128000,0,-2.200000,-2.0392,-0.3398666666666667,-10.849928593238833,-1.8083214322064691
"Alexander Nylander",26,F,N,775000,5,0.064000,0.000000,-0.0120000,0,-1.360000,-1.308,-0.218,-10.118728593238831,-1.6864547655398023
"Riley Stillman",26,D,N,775000,5,0.016000,0.000000,0.0512000,0.00035999999999999997,-0.040000,0.027559999999999994,0.004593333333333332,-8.783168593238832,-1.4638614322064691
"Tye Felhaber",26,F,Y,775000,5,0.032000,0.000000,-0.0092000,0.000059999999999999995,0.000000,0.022860000000000002,0.0038100000000000005,-8.787868593238832,-1.4646447655398023
"Dominic Toninato",30,F,N,775000,5,0.032000,0.000000,0.1828000,0.00086,0.000000,0.21566,0.035943333333333334,-8.595068593238832,-1.432511432206469
"Mark Friedman",29,D,N,775000,5,0.064000,0.000000,0.3144000,0.0006999999999999999,-3.400000,-3.0209,-0.5034833333333334,-11.831628593238833,-1.9719380988731356
"Max Crozier",24,D,N,775000,5,0.128000,0.000000,0.3644000,0.00016,0.000000,0.49256,0.08209333333333334,-8.318168593238832,-1.386361432206469
"Samuel Honzek",20,F,Y,918333,5,0.096000,0.000000,0.1104000,0.0009000000000000001,-0.040000,0.1673,0.027883333333333333,-8.64342859323883,-1.440571432206469
"Karsen Dorwart",22,F,N,975000,5,0.064000,0.000000,0.1116000,0.00064,-0.680000,-0.50376,-0.08395999999999999,-9.314488593238831,-1.5524147655398024
"Gabe Perreault",19,F,Y,941667,5,0.080000,0.000000,0.0484000,0,0.640000,0.7684,0.12806666666666666,-8.042328593238832,-1.3403880988731358
"Rasmus Asplund",27,F,N,775000,6,0.032000,0.000000,0.0972000,0.00026000000000000003,-0.680000,-0.55054,-0.09175666666666667,-9.361268593238831,-1.560211432206469
"Caleb Jones",27,D,N,775000,6,0.096000,0.000000,0.2920000,0.0006999999999999999,-0.040000,0.3487,0.05811666666666667,-8.46202859323883,-1.4103380988731358
"Dylan Coghlan",26,D,N,775000,6,0.144000,0.000000,0.4328000,0.00114,-1.360000,-0.7820600000000001,-0.13034333333333334,-9.592788593238831,-1.5987980988731356
"Riley Tufte",26,F,N,775000,6,0.016000,0.000000,0.0272000,0,-0.720000,-0.6768,-0.1128,-9.487528593238832,-1.5812547655398024
"Tristan Luneau",20,D,Y,865000,6,0.096000,0.000000,0.4820000,0.00004,-0.680000,-0.10196000000000005,-0.016993333333333343,-8.912688593238832,-1.4854480988731358
"Matt Benning",30,D,N,1250000,7,0.112000,0.000000,0.5436000,0.00196,-0.080000,0.57756,0.09626,-8.233168593238831,-1.3721947655398024
"Vasiliy Ponomarev",22,F,Y,795000,7,0.128000,0.000000,0.1100000,0.00196,-0.680000,-0.4400400000000001,-0.07334000000000002,-9.250768593238831,-1.5417947655398023
"NIKITA GREBENKIN",21,F,N,875000,7,0.032000,0.000000,0.0292000,0,-0.040000,0.021199999999999997,0.0035333333333333328,-8.789528593238831,-1.464921432206469
"Jaycob Megna",32,D,N,775000,8,0.080000,0.000000,0.5172000,0.0037000000000000006,0.600000,1.2008999999999999,0.20014999999999997,-7.609828593238832,-1.2683047655398023
"Alexander Alexeyev",25,D,N,825000,8,0.112000,0.000000,0.8676000,0.0011,0.000000,0.9807,0.16345,-7.830028593238832,-1.3050047655398023
"Ben Meyers",26,F,N,775000,8,0.064000,0.000000,0.0396000,0,-0.680000,-0.5764,-0.09606666666666668,-9.387128593238831,-1.564521432206469
"Jimmy Schuldt",29,D,Y,800000,8,0.064000,0.000000,0.2812000,0.0018000000000000002,0.640000,0.9870000000000001,0.1645,-7.823728593238831,-1.3039547655398023
"Matthew Stienburg",24,F,N,898705,8,0.064000,0.000000,0.0664000,0.00106,-4.280000,-4.148540000000001,-0.6914233333333334,-12.959268593238832,-2.159878098873136
"Noah Ostlund",20,F,Y,886666,8,0.064000,0.000000,0.1084000,0,-0.040000,0.1324,0.022066666666666665,-8.678328593238831,-1.4463880988731357
"Raphael Lavoie",24,F,N,775000,9,0.160000,0.000000,-0.0416000,0,-0.040000,0.0784,0.013066666666666666,-8.732328593238831,-1.4553880988731358
"Brendan Brisson",23,F,Y,925000,9,0.112000,0.000000,-0.0324000,0,0.000000,0.0796,0.013266666666666668,-8.731128593238832,-1.4551880988731356
"Nikita Prishchepov",20,F,Y,806667,10,0.064000,0.000000,0.1240000,0,0.640000,0.8280000000000001,0.138,-7.982728593238831,-1.3304547655398022
"Jonas Rondbjerg",25,F,N,766667,13,0.176000,0.000000,0.1932000,0.00074,0.640000,1.00994,0.16832333333333335,-7.800788593238831,-1.300131432206469
"Givani Smith",26,F,N,800000,13,0.080000,0.000000,0.2720000,0,-0.800000,-0.44800000000000006,-0.07466666666666667,-9.258728593238832,-1.543121432206469
"Tobias Bjornfot",23,D,N,775000,14,0.160000,0.000000,0.5692000,0.001,-0.040000,0.6901999999999999,0.11503333333333332,-8.12052859323883,-1.353421432206469
"Travis Dermott",28,D,N,775000,19,0.128000,0.000000,0.9264000,0.00074,-0.040000,1.01514,0.16918999999999998,-7.795588593238832,-1.2992647655398024
"Kurtis MacDermid",30,D,N,1150000,23,0.112000,0.000000,0.4360000,0,-1.860000,-1.312,-0.21866666666666668,-10.122728593238831,-1.6871214322064692
"Michael Pezzetta",26,F,N,812500,25,0.224000,0.000000,0.4252000,0,-4.540000,-3.8908,-0.6484666666666666,-12.701528593238832,-2.116921432206469
